"GEOID","gistar01"
"48201100000",0.340239367467313
"48201210100",0.253664710015745
"48201210400",0.231353021349855
"48201210500",0.250261776878768
"48201210600",0.231112476447868
"48201210700",0.238731575942852
"48201210800",0.122177986246096
"48201210900",0.0736888203052883
"48201211000",0.11015473220382
"48201211100",0.10280278284503
"48201211200",0.0893122137208932
"48201211300",0.101546695457436
"48201211400",0.124570666477399
"48201211500",0.130715468795681
"48201211600",0.140441480507506
"48201211700",0.101857712706668
"48201211900",0.242276836016744
"48201212300",0.18576291720979
"48201212400",0.0747980918160659
"48201212500",0.146489308350789
"48201220100",0.0747523027958692
"48201220200",0.136066703051599
"48201220300",0.228360656820686
"48201220400",0.25536303466635
"48201220500",0.136078198860872
"48201220600",0.222062988124738
"48201220700",0.0447771631123995
"48201220800",0.078030607455583
"48201220900",0.0690102040249299
"48201221000",0.064019003803097
"48201221100",0.0703673013654866
"48201221200",0.141499153083812
"48201221300",0.163000222193791
"48201221400",0.198522848687428
"48201221500",0.168004143922359
"48201221600",0.195031760484288
"48201221700",0.12439574435095
"48201221800",0.0798227030839218
"48201221900",0.0738534109647371
"48201222000",0.0704541758607676
"48201222100",0.16980060494123
"48201222200",0.216849987429186
"48201222300",0.132733326201571
"48201222401",0.199672228886985
"48201222402",0.206167645169844
"48201222501",0.239947634604881
"48201222502",0.183239357103862
"48201222503",0.276196378317332
"48201222600",0.291577150187408
"48201222700",0.418952792245274
"48201222800",0.204754933831174
"48201222900",0.23292348978776
"48201223001",0.396143428244695
"48201223002",0.295978538657698
"48201223100",0.409645652118207
"48201230100",0.027865219340667
"48201230200",0
"48201230300",0.16058682740841
"48201230400",0.0838734569740422
"48201230500",0.0257914161699923
"48201230600",0.112659977773544
"48201230700",0.00410975979145587
"48201230800",0.062301023221164
"48201230900",0.195579605019695
"48201231000",0.213399185463489
"48201231100",0.315471994773116
"48201231200",0.444406342440704
"48201231300",0.194363934621463
"48201231400",0.0681537141853608
"48201231500",0.153023597880689
"48201231600",0.117821301113967
"48201231700",0.136257010830052
"48201231800",0.203625444284936
"48201231900",0.299993330268986
"48201232000",0.429234450947379
"48201232100",0.41563935173755
"48201232200",0.571129371997582
"48201232301",0.698720349044366
"48201232302",0.649732319644849
"48201232401",0.55642867930469
"48201232402",0.548151737670478
"48201232403",0.478293952854088
"48201232500",0.333744230235565
"48201232600",0.265318343531393
"48201232701",0.335907956026107
"48201232702",0.356292144761662
"48201232800",0.321435374611726
"48201232900",0.420332978581677
"48201233001",0.386319652082974
"48201233002",0.384559983366231
"48201233003",0.244479468058614
"48201233101",0.266814031890847
"48201233102",0.203212475646273
"48201233103",0.226763227016177
"48201233200",0.276753692216109
"48201233300",0.322675670992675
"48201233400",0.2760413738292
"48201233500",0.337033604224629
"48201233600",0.265334896417989
"48201233701",0.265343130836994
"48201233702",0.361127838704659
"48201233703",0.352598011862626
"48201240100",0.398070678628696
"48201240400",0.519589334802977
"48201240501",0.495883732493718
"48201240502",0.393709340759191
"48201240600",0.437824816120169
"48201240701",0.485343266977314
"48201240702",0.515381033677805
"48201240801",0.716117528438412
"48201240802",0.725062157746847
"48201240901",0.658939105152617
"48201240902",0.687057757819434
"48201241000",0.699748703811155
"48201241101",0.679409485093905
"48201241102",0.592339249758495
"48201241103",0.6653992741225
"48201241200",0.73474552162374
"48201241300",1
"48201241400",0.780210416143635
"48201241500",0.618037970847564
"48201250100",0.617018897439048
"48201250200",0.668759267297088
"48201250301",0.693453039212852
"48201250302",0.605771803569343
"48201250401",0.48201696849786
"48201250402",0.686678252765367
"48201250500",0.556258340723176
"48201250600",0.687472176976963
"48201250701",0.671918637505438
"48201250702",0.564577909783055
"48201250800",0.571616057682819
"48201250900",0.460306620787377
"48201251000",0.52709015569183
"48201251100",0.655378092123863
"48201251200",0.48715813713985
"48201251300",0.447765593359051
"48201251401",0.404731046128256
"48201251402",0.374148578227338
"48201251501",0.405826998139911
"48201251502",0.456447232883134
"48201251503",0.418813027056927
"48201251600",0.446920399545565
"48201251700",0.570108971620112
"48201251800",0.493409370677591
"48201251901",0.7017810977484
"48201251902",0.606225248259734
"48201252000",0.755472931786118
"48201252100",0.645029655475193
"48201252200",0.606516264481633
"48201252301",0.401767966108544
"48201252302",0.407632797653569
"48201252400",0.295348151789996
"48201252500",0.384167902891977
"48201252600",0.517970634760099
"48201252700",0.435058019313187
"48201252800",0.47405817287988
"48201252900",0.504190267039055
"48201253000",0.587617310198304
"48201253100",0.55623073972986
"48201253200",0.802193600062384
"48201253300",0.62426724443446
"48201253400",0.651037874070698
"48201253500",0.706637224201615
"48201253600",0.657657487067065
"48201253700",0.7027780777496
"48201253800",0.714787566617879
"48201253900",0.711885722095522
"48201254000",0.693907829365379
"48201254100",0.744527719891486
"48201254200",0.625190248494527
"48201254300",0.642563687414046
"48201254400",0.638566383455583
"48201254500",0.715379274206619
"48201254600",0.738092376504243
"48201254700",0.709385732356965
"48201310100",0.264167483269502
"48201310200",0.323132459915682
"48201310300",0.281395545854368
"48201310400",0.23594934057353
"48201310500",0.206380616930852
"48201310600",0.266415560073647
"48201310700",0.226286912107063
"48201310800",0.276523267285021
"48201310900",0.266928966857966
"48201311000",0.26614118155226
"48201311100",0.222141676781978
"48201311200",0.18018139101913
"48201311300",0.246279920049239
"48201311400",0.235921077607573
"48201311500",0.262320722191104
"48201311600",0.297599120821926
"48201311700",0.0886350123364411
"48201311800",0.172280694183168
"48201311900",0.191184432337275
"48201312000",0.140700359853451
"48201312100",0.213933009311965
"48201312200",0.244505909958921
"48201312300",0.321976593322683
"48201312400",0.222554541694166
"48201312500",0.348192258638452
"48201312600",0.264111652837708
"48201312700",0.223639366660345
"48201312800",0.207006413742106
"48201312900",0.239723702908074
"48201313000",0.230800706911222
"48201313100",0.269495017320202
"48201313200",0.208311857563835
"48201313300",0.242123128622647
"48201313400",0.118066303584798
"48201313500",0.138150024654042
"48201313600",0.171308183249222
"48201313700",0.268276319705035
"48201313800",0.30833101996831
"48201313900",0.287790187292458
"48201314001",0.338089703335736
"48201314002",0.438269197139578
"48201314300",0.499350575899862
"48201314400",0.411911312772732
"48201320100",0.315314254432419
"48201320200",0.277632567186273
"48201320500",0.274264652122934
"48201320601",0.283467819542043
"48201320602",0.193042181813663
"48201320700",0.11959051477939
"48201320800",0.183804931827774
"48201320900",0.161983922756255
"48201321000",0.349138163787184
"48201321100",0.474074287917227
"48201321200",0.355599983477931
"48201321300",0.297303848976491
"48201321401",0.199867805776578
"48201321402",0.189875778003592
"48201321500",0.258700725530991
"48201321600",0.142817193393716
"48201321700",0.224700521844977
"48201321800",0.228990101177693
"48201321900",0.247558005706114
"48201322000",0.277249498017464
"48201322100",0.166406594046392
"48201322200",0.301588238975517
"48201322600",0.438596432772229
"48201322700",0.288644737774845
"48201322800",0.3098453033782
"48201322900",0.269144683417969
"48201323000",0.248929436481036
"48201323100",0.270611604738789
"48201323200",0.167633655105023
"48201323300",0.173576811541179
"48201323400",0.191626014610348
"48201323500",0.254533273174007
"48201323600",0.340625996292952
"48201323701",0.349646824589396
"48201323702",0.463496884398061
"48201323801",0.236711136067315
"48201323802",0.303965391415116
"48201323900",0.392223512419758
"48201324000",0.554959562969247
"48201324100",0.288237508274859
"48201324200",0.296827024612436
"48201330100",0.398501996367278
"48201330200",0.424070991225523
"48201330301",0.342390733226812
"48201330302",0.314336943441768
"48201330303",0.371205316757862
"48201330400",0.362103197247458
"48201330500",0.369291447963883
"48201330600",0.427892784751926
"48201330700",0.44544735181534
"48201330800",0.616062277289593
"48201330900",0.545374077096854
"48201331100",0.199285276381086
"48201331200",0.251162294552089
"48201331300",0.504268616078929
"48201331400",0.282726361537539
"48201331500",0.441321955379527
"48201331601",0.497405800388589
"48201331602",0.522245754112305
"48201331700",0.247660079587474
"48201331800",0.241490719726999
"48201331900",0.140512573801766
"48201332000",0.1221372972415
"48201332100",0.123628864497891
"48201332200",0.0851555183042073
"48201332300",0.144546980197163
"48201332400",0.0571079140719069
"48201332500",0.174886620540765
"48201332600",0.127386536767301
"48201332700",0.201350599792609
"48201332800",0.253001031675326
"48201332900",0.248442685786481
"48201333000",0.249107850064362
"48201333100",0.248193864578368
"48201333201",0.200721997816518
"48201333202",0.0879676439827967
"48201333300",0.317530507660787
"48201333500",0.157143046568883
"48201333600",0.134630096258778
"48201333700",0.38900706123365
"48201333800",0.620315770814675
"48201333901",0.571139131070959
"48201333902",0.444876691227188
"48201334001",0.458910596519205
"48201334002",0.462025117853007
"48201334003",0.482266161876109
"48201334100",0.327578918991761
"48201340100",0.607954841641771
"48201340201",0.621742937976346
"48201340202",0.595472592901012
"48201340203",0.720397170200883
"48201340301",0.523720446301901
"48201340302",0.561841429760186
"48201340400",0.464705463905079
"48201340500",0.515733245554511
"48201340600",0.416692356034689
"48201340700",0.541483627206834
"48201340800",0.570967987829679
"48201340900",0.593973509012086
"48201341000",0.59970756502176
"48201341100",0.617105779591115
"48201341201",0.612601221134988
"48201341202",0.626402252879589
"48201341301",0.652770014849372
"48201341302",0.560720202305996
"48201341400",0.875306236253189
"48201341501",0.851372056346873
"48201341502",0.851372056346873
"48201341600",0.884763792174514
"48201341700",0.853618656494898
"48201341800",0.853618656494898
"48201342001",0.743264047139463
"48201342002",0.637481809027725
"48201342100",0.56283614014342
"48201342200",0.488047767428444
"48201342300",0.500377620038585
"48201342400",0.407839073590582
"48201342500",0.506442536605452
"48201342700",0.517098994850654
"48201342800",0.645921669771022
"48201342900",0.547533558831536
"48201343000",0.546949891747437
"48201343100",0.580312011248337
"48201343200",0.633343538352679
"48201343301",0.694903462879016
"48201343302",0.60892575971828
"48201343600",0.736260385472234
"48201343700",0.966206095533547
"48201350100",0.597786260207497
"48201350200",0.497027983402791
"48201350300",0.468634922741726
"48201350400",0.518624388298234
"48201350500",0.541431061629665
"48201350601",0.613084598741089
"48201350602",0.561206801115744
"48201350700",0.476206316515011
"48201350801",0.524594677642148
"48201350802",0.587888970112434
"48201410100",0.434676870563255
"48201410200",0.403676657842394
"48201410300",0.414138999645543
"48201410401",0.41819871103305
"48201410402",0.412122173680528
"48201410500",0.419709135124922
"48201410600",0.428410818187957
"48201410701",0.3908247772995
"48201410702",0.395114144333965
"48201410800",0.394728856271648
"48201410900",0.359132715677748
"48201411000",0.334633829375434
"48201411100",0.339019974015481
"48201411200",0.375320309713452
"48201411300",0.307671369722646
"48201411400",0.300306500209012
"48201411501",0.273486042856026
"48201411502",0.274090584452054
"48201411600",0.263937093943239
"48201411700",0.275924565000827
"48201411800",0.2744631414739
"48201411900",0.318589463772686
"48201412000",0.30968231030246
"48201412100",0.294658498724449
"48201412200",0.400039678294946
"48201412300",0.353325417279301
"48201412400",0.360811377758145
"48201412500",0.36384076930816
"48201412600",0.273401142832129
"48201412700",0.320941253537119
"48201412800",0.323435156266651
"48201412900",0.395613491089212
"48201413000",0.372500187232153
"48201413100",0.377620624457231
"48201413201",0.478554643076239
"48201413202",0.443019802615304
"48201413300",0.456166929383512
"48201420100",0.47899512499628
"48201420200",0.486954476378507
"48201420300",0.413733692244669
"48201420400",0.452305062438988
"48201420500",0.433640293831428
"48201420600",0.436317434537887
"48201420700",0.355882381404063
"48201420800",0.344528192677085
"48201420900",0.357401775744433
"48201421000",0.343924114404654
"48201421101",0.353304754182534
"48201421102",0.316712288271918
"48201421201",0.31944617336615
"48201421202",0.305598639137444
"48201421300",0.269772016560979
"48201421401",0.291817480514141
"48201421402",0.309621537366288
"48201421403",0.325974354000977
"48201421500",0.347794238494937
"48201421600",0.366788660198158
"48201421700",0.372780992117207
"48201421800",0.39222100330659
"48201421900",0.323665380888645
"48201422000",0.377400270271442
"48201422100",0.29575323186428
"48201422200",0.310239741884696
"48201422301",0.282608354751151
"48201422302",0.252706610532651
"48201422401",0.418421963208627
"48201422402",0.295622424941453
"48201422500",0.342165869652036
"48201422600",0.335134898897861
"48201422701",0.296893042084908
"48201422702",0.277634305457724
"48201422800",0.261672804645803
"48201422900",0.225714320113259
"48201423000",0.267067922307984
"48201423100",0.414976422532331
"48201423201",0.499942437825868
"48201423202",0.486493122567039
"48201423301",0.344554250189771
"48201423302",0.416764259458616
"48201423401",0.320168026206002
"48201423402",0.502814013587901
"48201423500",0.518785356007262
"48201423600",0.404560301867072
"48201430100",0.434597478218203
"48201430200",0.329465186057844
"48201430300",0.309308172699875
"48201430400",0.38349374163591
"48201430500",0.30880070836638
"48201430600",0.336258584611727
"48201430700",0.330211268506669
"48201430800",0.475723265332977
"48201430900",0.407629987110077
"48201431000",0.473030428735279
"48201431101",0.342551188896327
"48201431102",0.356449986539646
"48201431201",0.401136621380629
"48201431202",0.378490606831176
"48201431301",0.402492683385586
"48201431302",0.340399373374774
"48201431401",0.322497700758519
"48201431402",0.319202671784706
"48201431501",0.257585801490102
"48201431502",0.349167489440102
"48201431600",0.282364121063283
"48201431700",0.322272693558565
"48201431801",0.294217794451747
"48201431802",0.345597124944376
"48201431900",0.343174139452411
"48201432001",0.317504258970375
"48201432002",0.395818649722075
"48201432100",0.388936495047079
"48201432200",0.348731455716547
"48201432300",0.412862629032493
"48201432400",0.414632070447879
"48201432500",0.356585358738162
"48201432600",0.35343246430518
"48201432701",0.35257974819518
"48201432702",0.322523847699173
"48201432801",0.318140109321184
"48201432802",0.306756229479899
"48201432901",0.33470329631872
"48201432902",0.333547883766733
"48201433001",0.327351066576199
"48201433002",0.300901113573836
"48201433003",0.357338814068527
"48201433100",0.392570578045111
"48201433201",0.305140850656042
"48201433202",0.328018494608547
"48201433300",0.288946146035375
"48201433400",0.278979096785735
"48201433501",0.346198014871251
"48201433502",0.418188181791821
"48201433600",0.421917379305083
"48201440100",0.439114811547595
"48201450100",0.592533460422127
"48201450200",0.679099827139669
"48201450300",0.686101914408483
"48201450400",0.729405529562308
"48201450500",0.792358110328786
"48201450600",0.670309430154797
"48201450700",0.55444547813338
"48201450801",0.462989213939304
"48201450802",0.413651747864474
"48201450900",0.520491545508735
"48201451001",0.586380751238825
"48201451002",0.575888994424536
"48201451100",0.563339676337014
"48201451200",0.697941118229207
"48201451300",0.692289030650642
"48201451401",0.640925140359268
"48201451402",0.605812870110448
"48201451403",0.66062691624086
"48201451500",0.673529110346055
"48201451601",0.68075284263066
"48201451602",0.66288739302821
"48201451700",0.713817128860267
"48201451800",0.715709782216329
"48201451901",0.766030330551596
"48201451902",0.613197498459534
"48201452000",0.786217258298176
"48201452100",0.648374072417129
"48201452201",0.471322132904529
"48201452202",0.48458977026142
"48201452300",0.41753553367827
"48201452400",0.553166425349426
"48201452500",0.825624922841534
"48201452600",0.783190197760257
"48201452700",0.754477000984688
"48201452801",0.779279431158924
"48201452802",0.64593905396372
"48201452900",0.576103427376857
"48201453000",0.587103035541963
"48201453100",0.454047847201562
"48201453200",0.467442582506001
"48201453300",0.499898187149006
"48201453401",0.604196165703732
"48201453402",0.614522825055638
"48201453403",0.612542734296479
"48201453501",0.630801489440696
"48201453502",0.646222660668159
"48201453601",0.657564191903655
"48201453602",0.667909251429392
"48201453700",0.806274384205275
"48201453800",0.678359509665526
"48201453900",0.779392908910718
"48201454000",0.735994562918043
"48201454100",0.809550246181686
"48201454200",0.622065353033205
"48201454301",0.803991539911631
"48201454302",0.652151751904151
"48201454400",0.900735207964061
"48201454501",0.767176851348905
"48201454502",0.641120397066976
"48201454600",0.767093156746752
"48201454700",0.623712991905874
"48201454800",0.656809851062178
"48201454900",0.613053254966622
"48201455000",0.580374909021438
"48201455101",0.647937413793652
"48201455102",0.675413714172386
"48201455200",0.812906089506219
"48201455300",0.777958363166899
"48201510100",0.378320745682133
"48201510200",0.370370926931192
"48201510300",0.287673678989317
"48201510400",0.339958322477654
"48201510500",0.356397184098725
"48201510600",0.417102959861624
"48201510700",0.420121594320561
"48201510800",0.453703409635826
"48201510900",0.38670555769878
"48201511001",0.369874498645625
"48201511002",0.405755995065298
"48201511100",0.334749973234532
"48201511200",0.350787883109239
"48201511301",0.334279131626144
"48201511302",0.28711750690174
"48201511400",0.278347889798825
"48201511500",0.230630567168544
"48201511600",0.224971999565055
"48201520100",0.420587478027919
"48201520200",0.421121666780108
"48201520300",0.344460957741509
"48201520400",0.254660114954837
"48201520500",0.244383155855506
"48201520601",0.250815327050721
"48201520602",0.304455121934269
"48201520700",0.294374139755486
"48201521000",0.313865908615335
"48201521100",0.330043995681124
"48201521200",0.336432391879538
"48201521300",0.350210857789885
"48201521400",0.270937455760986
"48201521500",0.390211163852921
"48201521600",0.376612600412257
"48201521700",0.400155823976667
"48201521800",0.481859255072976
"48201521900",0.539071206271769
"48201522000",0.51133505834127
"48201522100",0.413560222817792
"48201522201",0.338290092636989
"48201522202",0.325237757370424
"48201522301",0.262385224560741
"48201522302",0.288549868355169
"48201522401",0.300949662429675
"48201522402",0.435620930098182
"48201522500",0.346841265235559
"48201530100",0.305257946872173
"48201530200",0.274834573438885
"48201530300",0.201582424860705
"48201530400",0.188044458880898
"48201530500",0.235581131521906
"48201530600",0.188568435425765
"48201530700",0.177319049856933
"48201530800",0.227375262477567
"48201530900",0.293353681393003
"48201531000",0.311100550398182
"48201531100",0.343672502261996
"48201531200",0.298544501593808
"48201531300",0.342201949431717
"48201531400",0.292766854386688
"48201531500",0.309049249374296
"48201531600",0.283703123415372
"48201531700",0.302573043384453
"48201531800",0.287873344966473
"48201531900",0.265591152254922
"48201532001",0.252243994943659
"48201532002",0.271150278133804
"48201532100",0.240043791822306
"48201532200",0.290599511933645
"48201532300",0.283880277511097
"48201532400",0.357266690602487
"48201532501",0.582079842097318
"48201532502",0.584857643541351
"48201532600",0.373890275490194
"48201532700",0.279508748388806
"48201532800",0.229289057278097
"48201532900",0.271469786937853
"48201533000",0.321907916391923
"48201533100",0.264112180789207
"48201533200",0.237250250441087
"48201533300",0.218480484704744
"48201533400",0.331656048007695
"48201533500",0.371968344591262
"48201533600",0.379671906427169
"48201533701",0.40912418916784
"48201533702",0.511190651487596
"48201533801",0.474138356988328
"48201533802",0.500174189860746
"48201533901",0.486752362624645
"48201533902",0.509867031156128
"48201534001",0.376173336198114
"48201534002",0.466693776921249
"48201534003",0.620475779188776
"48201534100",0.580054103589977
"48201534201",0.573307740127593
"48201534202",0.526278101065824
"48201534203",0.47235282543281
"48201540100",0.598071483410592
"48201540200",0.577531620144419
"48201540501",0.749888133492021
"48201540502",0.730320036499113
"48201540601",0.719552602345131
"48201540602",0.722566351108691
"48201540700",0.736145845278798
"48201540800",0.540893357499196
"48201540901",0.608615142793217
"48201540902",0.657135326396431
"48201541001",0.632172664299582
"48201541002",0.648267300229892
"48201541003",0.625175282510322
"48201541100",0.605106545999083
"48201541201",0.743155286543862
"48201541202",0.570181598473034
"48201541203",0.63189766612477
"48201541300",0.779762679838001
"48201541400",0.701882063447815
"48201541500",0.683124287849674
"48201541601",0.697212530327948
"48201541602",0.732866546627981
"48201541700",0.881462209383177
"48201541800",0.92475525793441
"48201541900",0.812941970150035
"48201542000",0.875012485201856
"48201542101",0.824240323773516
"48201542102",0.728116804131348
"48201542200",0.859632073769395
"48201542301",0.783802635313988
"48201542302",0.883309150092592
"48201542400",0.864302847338015
"48201542500",0.892470314275084
"48201542600",0.815365451987186
"48201542700",0.842550767413394
"48201542800",0.702792616697298
"48201542900",0.884284370658813
"48201543001",0.754389022429385
"48201543002",0.68140442755207
"48201543003",0.744655783139388
"48201543100",0.613765699654315
"48201543200",0.661538395388026
"48201550100",0.468862586473912
"48201550200",0.517591655031533
"48201550301",0.542769511518649
"48201550302",0.539544502727312
"48201550401",0.512953119807708
"48201550402",0.474354633758248
"48201550500",0.491401608055739
"48201550601",0.470525762171239
"48201550602",0.488116153647964
"48201550603",0.386515240785552
"48201550700",0.520576636788017
"48201550800",0.432458938340402
"48201550900",0.462823304742723
"48201551000",0.390216313835669
"48201551100",0.504665184841371
"48201551200",0.505465234924449
"48201551300",0.598957860113799
"48201551400",0.651932135028136
"48201551500",0.654774696705172
"48201551600",0.596252757086571
"48201551701",0.397293908547075
"48201551702",0.372323106765966
"48201551703",0.391968163541096
"48201551800",0.39242645000677
"48201551900",0.419466559867503
"48201552001",0.50144706505526
"48201552002",0.508581913748216
"48201552101",0.56230446473992
"48201552102",0.546320531230424
"48201552103",0.583063060262054
"48201552200",0.63051418424533
"48201552301",0.559200887298436
"48201552302",0.534102281656658
"48201552400",0.550885788894644
"48201552500",0.597090236141187
"48201552601",0.621386627097259
"48201552602",0.583938658686171
"48201552700",0.611189839997112
"48201552800",0.643356324270521
"48201552900",0.619835259003685
"48201553001",0.702075793738383
"48201553002",0.642700236099221
"48201553100",0.696738723997571
"48201553200",0.665731716527844
"48201553300",0.46673623165444
"48201553401",0.832774323100193
"48201553402",0.790659944285558
"48201553403",0.931918838973442
"48201553500",0.8073914270196
"48201553600",0.767316258771841
"48201553700",0.721786738052302
"48201553801",0.747277054070257
"48201553802",0.750587338018502
"48201553900",0.596110051974731
"48201554001",0.556496076798414
"48201554002",0.539012407365558
"48201554101",0.509956008570457
"48201554102",0.659183777696222
"48201554200",0.641820741247902
"48201554301",0.584258902901233
"48201554302",0.527858878737761
"48201554401",0.651235741837479
"48201554402",0.655460392070001
"48201554403",0.627440954864777
"48201554501",0.630839386865329
"48201554502",0.589356925489401
"48201554600",0.595563467257516
"48201554700",0.681411039990283
"48201554801",0.820284166395177
"48201554802",0.910926822631306
"48201554901",0.84245859856542
"48201554902",0.945463872408546
"48201554903",0.908462993207118
"48201555000",0.805979868249707
"48201555100",0.933717729765004
"48201555200",0.904213552582931
"48201555301",0.833143968640707
"48201555302",0.689510842240576
"48201555303",0.926439915364321
"48201555401",0.797462766869377
"48201555402",0.768963941152432
"48201555501",0.70913116826346
"48201555502",0.822193010653847
"48201555600",0.69580525463958
"48201555701",0.670600156349018
"48201555702",0.604765087504676
"48201556000",0.605250460782582
"48201980000",0.176437589197471
"48201980100",0.620943432201948
